"baumnummer,C,20","hochwert,N,19,11","rechtswert,N,19,11","ga_lang,C,80","GEBIET,C,80","STRASSE,C,100"
" 10",6074846.71396,3531558.10745,"Tilia x vulgaris, Holländische Linde","Straßen","Ina-Carstensen-Str."
" 20",6074817.83489,3531576.56052,"Tilia x vulgaris, Holländische Linde","Straßen","Ina-Carstensen-Str."
" 30",6074771.68626,3531614.34287,"Tilia x vulgaris 'Pallida', Kaiserlinde","Straßen","Ina-Carstensen-Str."
" 40",6074749.19664,3531632.59915,"Tilia x vulgaris 'Pallida', Kaiserlinde","Straßen","Ina-Carstensen-Str."
" 430",6072156.26857,3528770.49342,"Prunus avium, Vogel-Kirsche","KI Schulen","BaS Bildungszentrum am Sandberg"
" 1800",6072563.675,3526488.972,"Tilia platyphyllos, Sommer-Linde","KI Schulen","Falkenbergschule"
" 1400",6075022.82189,3526785.43705,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Bauer Landstraße"
" 520",6075044.661,3526717.251,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Bauer Landstraße"
" 353",6072226.694,3528407.647,"Sorbus aria, Mehlbeere","Straßen","Munketoft"
" 354",6072223.397,3528412.041,"Sorbus aria, Mehlbeere","Straßen","Munketoft"
" 20",6072242.15098,3530074.20426,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 40",6072222.92854,3530078.0065,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 50",6072213.54836,3530079.91422,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 60",6072202.85456,3530083.00354,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 90",6072178.78112,3530088.91312,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 100",6072170.17906,3530091.20212,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 130",6072146.41506,3530098.09368,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 190",6072102.45166,3530114.60966,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 200",6072094.72836,3530118.4119,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 220",6072080.35114,3530126.01638,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 250",6072058.84472,3530137.66074,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 270",6072042.6852,3530145.38404,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 290",6072025.05071,3530155.26545,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 310",6072007.31806,3530164.08052,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 320",6071998.29798,3530168.69306,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 350",6071972.16025,3530182.83819,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 360",6071962.93517,3530187.65573,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 370",6071954.5301,3530191.65326,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 390",6071936.89994,3530201.39085,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 420",6071909.94149,3530216.20733,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 460",6071870.15752,3530237.04537,"Aesculus x carnea, Rotblühende Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 520",6071817.16408,3530264.68185,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 540",6071798.33735,3530274.31413,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 570",6071760.35981,3530333.03276,"Carpinus betulus, Gemeine Hainbuche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 580",6071765.19532,3530328.17395,"Quercus robur, Stiel-Eiche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 600",6071778.27875,3530317.80595,"Carpinus betulus, Gemeine Hainbuche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 610",6071784.45018,3530313.36252,"Quercus robur, Stiel-Eiche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 620",6071790.62161,3530309.65966,"Sorbus intermedia, Schwedische Mehlbeere","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 630",6071798.77901,3530303.93517,"Acer campestre, Feld-Ahorn","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 640",6071806.61441,3530297.8529,"Quercus robur, Stiel-Eiche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 650",6071813.8863,3530292.59352,"Quercus robur, Stiel-Eiche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 660",6071821.93637,3530288.40749,"Carpinus betulus, Gemeine Hainbuche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 670",6071829.77932,3530284.91223,"Fraxinus excelsior, Gemeine Esche","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 910",6071981.7482,3530207.78685,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 950",6072008.41825,3530192.86432,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 960",6072015.08577,3530189.05431,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 980",6072027.46829,3530181.91055,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 990",6072033.97706,3530178.10054,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1000",6072040.64457,3530174.60803,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1070",6072087.31716,3530151.58924,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1090",6072100.81094,3530145.23922,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1120",6072121.60723,3530136.34921,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1130",6072128.27474,3530133.33295,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1150",6072141.45102,3530127.45919,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1170",6072156.2148,3530122.22043,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1200",6072178.75735,3530114.60041,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1210",6072185.26611,3530112.06041,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1220",6072192.25112,3530109.8379,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1230",6072200.98239,3530107.6154,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1240",6072208.12615,3530105.71039,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1250",6072219.07993,3530103.17039,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1260",6072226.69994,3530101.74164,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1270",6072235.74871,3530100.15413,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1300",6072265.75252,3530096.02663,"Aesculus hippocastanum, Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 1320",6072285.12006,3530094.43912,"Aesculus x carnea, Rotblühende Roßkastanie","Extensiv und Ausgleichflächen","EX Jahrtausendallee"
" 10",6076355.09636,3530408.03418,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 20",6076357.01545,3530403.41091,"Acer platanoides, Spitz-Ahorn","Grünflächen","Twedter Plack (O)"
" 110",6076393.67642,3530400.90461,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 120",6076394.96114,3530406.46401,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 130",6076399.87161,3530413.18235,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 140",6076401.22329,3530417.46267,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 190",6076361.20256,3530423.56138,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 200",6076358.14946,3530421.55505,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 210",6076356.57929,3530418.32749,"Sorbus intermedia ""Brouwers"", Schwedische Mehlbeere","Grünflächen","Twedter Plack (O)"
" 10",6073626.151,3530970.301,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 20",6073624.315,3530956.471,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 30",6073610.452,3530960.63,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 40",6073596.036,3530960.894,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 50",6073581.875,3530960.972,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 70",6073570.375,3530961.361,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 80",6073551.049,3530959.422,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 90",6073570.046,3530967.988,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 100",6073558.455,3530969.949,"Prunus serrulata, Japanische Blüten-Kirsche","Straßen","Saturnbogen"
" 110",6073556.142,3530982.467,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 120",6073555.524,3530986.006,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 130",6073555.762,3531000.009,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 140",6073555.747,3531014.044,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 150",6073555.318,3531023.411,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 160",6073546.732,3531034.32,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 170",6073542.051,3531036.958,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 180",6073533.978,3531038.232,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 190",6073527.674,3531038.549,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 200",6073512.191,3531038.588,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 210",6073496.089,3531038.248,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 220",6073455.383,3531038.166,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Straßen","Saturnbogen"
" 230",6073448.629,3531038.103,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 240",6073448.627,3531022.28,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 250",6073438.805,3531031.215,"Prunus serrulata, Japanische Blüten-Kirsche","Straßen","Saturnbogen"
" 280",6073375.889,3531031.885,"Sorbus aucuparia 'Fastigata', Säuleneberesche","Straßen","Saturnbogen"
" 290",6073351.417,3531030.08,"Sorbus aucuparia 'Fastigata', Säuleneberesche","Straßen","Saturnbogen"
" 310",6073345.545,3531014.665,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 320",6073329.675,3531028.962,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 330",6073329.317,3531014.601,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 340",6073325.415,3530961.977,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 350",6073325.102,3530946.137,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 360",6073341.204,3530945.893,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 410",6073434.725,3530960.895,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 420",6073448.821,3530960.3,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 440",6073434.852,3530944.609,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Straßen","Saturnbogen"
" 450",6073448.907,3530932.242,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 460",6073450.235,3530928.1,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 470",6073454.197,3530930.09,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 490",6073462.445,3530927.208,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 500",6073464.804,3530923.1,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 510",6073470.499,3530923.791,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 520",6073472.341,3530919.851,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 530",6073477.664,3530920.794,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 540",6073480.134,3530916.226,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 550",6073484.979,3530917.252,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 560",6073487.161,3530912.321,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 570",6073492.014,3530912.697,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 580",6073493.033,3530908.059,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 590",6073498.724,3530907.747,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 600",6073499.534,3530902.884,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 610",6073504.288,3530902.556,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 620",6073505.033,3530897.432,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 630",6073509.411,3530896.89,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 640",6073509.818,3530891.577,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 650",6073514.245,3530891.164,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 660",6073514.603,3530886.294,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 700",6073536.71,3530873.171,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 710",6073543.466,3530872.674,"Acer campestre 'Elsrijk', Sorte des Feldahorn","Straßen","Saturnbogen"
" 720",6073519.977,3530959.267,"Sorbus x thuringiaca, Thüringische Mehlbeere","Straßen","Saturnbogen"
" 730",6073509.11,3530963.284,"Sorbus x thuringiaca, Thüringische Mehlbeere","Straßen","Saturnbogen"
" 740",6073502.183,3530964.41,"Sorbus x thuringiaca, Thüringische Mehlbeere","Straßen","Saturnbogen"
" 750",6073494.713,3530963.395,"Sorbus x thuringiaca, Thüringische Mehlbeere","Straßen","Saturnbogen"
" 760",6073490.053,3530962.753,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Saturnbogen"
" 790",6073453.381,3530959.807,"Sorbus intermedia, Schwedische Mehlbeere","Straßen","Saturnbogen"
" 100",6074170.46368,3527358.77374,"Prunus avium, Vogel-Kirsche","Straßen","Jens-Due-Weg"
" 55",6072544.76553,3528971.30123,"Sorbus aucuparia, Gemeine Eberesche","Kinder- und Jugendförderung","KSP Johannismühle"
" 290",6072537.47938,3529011.2453,"Carpinus betulus, Gemeine Hainbuche","Kinder- und Jugendförderung","KSP Johannismühle"
" 300",6072542.34241,3529009.85586,"Carpinus betulus, Gemeine Hainbuche","Kinder- und Jugendförderung","KSP Johannismühle"
" 310",6072546.42388,3529008.55326,"Carpinus betulus, Gemeine Hainbuche","Kinder- und Jugendförderung","KSP Johannismühle"
" 320",6072550.64647,3529007.34836,"Carpinus  species, Hainbuche","Kinder- und Jugendförderung","KSP Johannismühle"
" 21",6072731.25953,3530736.28113,"Populus tremula, Espe","Kinder- und Jugendförderung","KSP Gruuskuhle"
" 24",6072718.72354,3530743.60569,"Populus tremula, Espe","Kinder- und Jugendförderung","KSP Gruuskuhle"
" 25",6072720.54917,3530746.93945,"Populus tremula, Espe","Kinder- und Jugendförderung","KSP Gruuskuhle"
" 175",6072768.0946,3530723.37634,"Crataegus monogyna, Eingriffliger Weißdorn","Kinder- und Jugendförderung","KSP Gruuskuhle"
" 25",6072306.55347,3530622.75184,"Acer campestre, Feld-Ahorn","Kinder- und Jugendförderung","KSP Tarup Süd"
" 75",6072317.50892,3530616.32563,"Acer campestre, Feld-Ahorn","Kinder- und Jugendförderung","KSP Tarup Süd"
" 1750",6072550.72899,3526458.72745,"Crataegus monogyna, Eingriffliger Weißdorn","KI Schulen","Falkenbergschule"
" 1890",6072585.12489,3526498.41503,"Quercus robur, Stiel-Eiche","KI Schulen","Falkenbergschule"
" 903",6075000.38957,3529873.30655,"Acer cf. platanoides, Spitzahorn","KI Schulen","Fördegymnasium"
" 905",6075000.28682,3529867.24428,"Acer platanoides, Spitz-Ahorn","KI Schulen","Fördegymnasium"
" 860",6071937.58393,3526801.08849,"Quercus cf. robur, Stiel-Eiche","KI Schulen","RBZ ES Eckener Schule"
" 50",6072026.88867,3526999.89104,"Quercus robur, Stiel-Eiche","KI Schulen","RBZ ES Eckener Schule"
" 60",6072034.28529,3526997.87378,"Quercus robur, Stiel-Eiche","KI Schulen","RBZ ES Eckener Schule"
" 70",6072044.97676,3526987.78748,"Acer campestre, Feld-Ahorn","KI Schulen","RBZ ES Eckener Schule"
" 335",6076072.30571,3530815.48605,"Quercus robur, Stiel-Eiche","KI Schulen","Schule Friedheim"
" 375",6076073.18914,3530824.67376,"Quercus robur, Stiel-Eiche","KI Schulen","Schule Friedheim"
" 1295",6075855.6901,3530885.1435,"Acer pseudoplatanus, Berg-Ahorn","KI Schulen","Schule Friedheim"
" 1322",6075832.36126,3530887.23124,"Acer pseudoplatanus 'Atropurpureum', Sorte vom Berg-Ahorn","KI Schulen","Schule Friedheim"
" 1324",6075825.92826,3530887.76732,"Acer pseudoplatanus, Berg-Ahorn","KI Schulen","Schule Friedheim"
" 1326",6075823.06914,3530876.33086,"Robinia pseudoacacia, Gemeine Robinie","KI Schulen","Schule Friedheim"
" 1490",6075838.95267,3530801.22509,"Acer cf. platanoides, Spitzahorn","KI Schulen","Schule Friedheim"
" 1520",6075847.55164,3530805.06155,"Sorbus aucuparia, Gemeine Eberesche","KI Schulen","Schule Friedheim"
" 10",6074804.67259,3527010.03218,"Tilia x vulgaris, Holländische Linde","Extensiv und Ausgleichflächen","EX Dicker-Willis-Koppel"
" 20",6074801.10071,3527004.8976,"Tilia x vulgaris, Holländische Linde","Extensiv und Ausgleichflächen","EX Dicker-Willis-Koppel"
" 30",6074797.64045,3526999.98626,"Tilia x vulgaris, Holländische Linde","Extensiv und Ausgleichflächen","EX Dicker-Willis-Koppel"
" 40",6074794.73829,3526995.18654,"Tilia x vulgaris, Holländische Linde","Extensiv und Ausgleichflächen","EX Dicker-Willis-Koppel"
" 312",6072395.5835,3527788.71201,"Tilia x vulgaris, Holländische Linde","KI Schulen","RBZ ES Fachschule für Technik & Gestaltung"
" 15",6073190.41746,3528658.35389,"Juglans regia, Walnuß","KI Schulen","Goethe Schule Haus 2"
" 80",6073248.86236,3528692.67246,"Betula pendula 'Fastigata', Säulenbirke","KI Schulen","Goethe Schule Haus 2"
" 142",6073279.17969,3530938.0187,"Sorbus intermedia, Schwedische Mehlbeere","Kinder- und Jugendförderung","KSP Dietrich-Buxtehude-Str."
" 330",6069755.18,3525036.32,"Tilia x vulgaris, Holländische Linde","Straßen","Holzkrugweg"
" 340",6069750.21,3525010.3,"Betula pendula, Sand-Birke","Straßen","Holzkrugweg"
" 350",6069747.52,3524995.76,"Betula pendula, Sand-Birke","Straßen","Holzkrugweg"
